"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 25 17:00:50 CST 2020","Mon May 25 17:00:56 CST 2020","6347","test_case","test_order","Test_Billings","","","test_prequalification_10",""
"passed","Mon May 25 17:10:14 CST 2020","Mon May 25 17:10:20 CST 2020","6696","test_case","test_order","Test_Billings","","","test_prequalification_97",""
"failed","Mon May 25 16:59:02 CST 2020","Mon May 25 16:59:08 CST 2020","5990","test_case","test_order","Test_Billings","","","test_prequalification_004",""
"passed","Mon May 25 17:08:22 CST 2020","Mon May 25 17:08:29 CST 2020","7393","test_case","test_order","Test_Billings","","","test_prequalification_82",""
"passed","Mon May 25 17:10:42 CST 2020","Mon May 25 17:10:49 CST 2020","6965","test_case","test_order","Test_Billings","","","test_prequalification_101",""
"passed","Mon May 25 16:57:12 CST 2020","Mon May 25 16:57:13 CST 2020","373","test_case","test_fee_01","Testfee","","","test_settlement",""
"passed","Mon May 25 17:10:35 CST 2020","Mon May 25 17:10:42 CST 2020","7015","test_case","test_order","Test_Billings","","","test_prequalification_100",""
"passed","Mon May 25 17:00:56 CST 2020","Mon May 25 17:01:03 CST 2020","6223","test_case","test_order","Test_Billings","","","test_prequalification_11",""
"passed","Mon May 25 17:06:39 CST 2020","Mon May 25 17:06:46 CST 2020","6378","test_case","test_order","Test_Billings","","","test_prequalification_68",""
"passed","Mon May 25 17:16:07 CST 2020","Mon May 25 17:16:15 CST 2020","7230","test_case","test_order","Test_Billings","","","test_prequalification_149",""
"passed","Mon May 25 17:19:18 CST 2020","Mon May 25 17:19:19 CST 2020","1303","test_case","test_order","Test_order_query","","","test_query_order_tbreviewed_09",""
"passed","Mon May 25 17:19:26 CST 2020","Mon May 25 17:19:30 CST 2020","3543","test_case","test_order","Test_order_query","","","test_query_order_15",""
"passed","Mon May 25 17:03:27 CST 2020","Mon May 25 17:03:32 CST 2020","5141","test_case","test_order","Test_Billings","","","test_prequalification_36",""
"passed","Mon May 25 17:05:33 CST 2020","Mon May 25 17:05:39 CST 2020","5866","test_case","test_order","Test_Billings","","","test_prequalification_57",""
"passed","Mon May 25 17:04:27 CST 2020","Mon May 25 17:04:33 CST 2020","5946","test_case","test_order","Test_Billings","","","test_prequalification_46",""
"passed","Mon May 25 17:04:03 CST 2020","Mon May 25 17:04:09 CST 2020","5939","test_case","test_order","Test_Billings","","","test_prequalification_42",""
"passed","Mon May 25 16:59:49 CST 2020","Mon May 25 16:59:55 CST 2020","5598","test_case","test_order","Test_Billings","","","test_prequalification_012",""
"passed","Mon May 25 17:05:27 CST 2020","Mon May 25 17:05:33 CST 2020","6222","test_case","test_order","Test_Billings","","","test_prequalification_56",""
"passed","Mon May 25 17:06:15 CST 2020","Mon May 25 17:06:20 CST 2020","5343","test_case","test_order","Test_Billings","","","test_prequalification_64",""
"passed","Mon May 25 17:19:47 CST 2020","Mon May 25 17:19:49 CST 2020","1494","test_case","test_order","Test_order_query","","","test_query_order_passprequal_27",""
"passed","Mon May 25 17:08:58 CST 2020","Mon May 25 17:09:06 CST 2020","7305","test_case","test_order","Test_Billings","","","test_prequalification_87",""
"passed","Mon May 25 16:57:13 CST 2020","Mon May 25 16:57:14 CST 2020","383","test_case","test_fee_01","Testfee","","","test_feeiten",""
"passed","Mon May 25 17:19:21 CST 2020","Mon May 25 17:19:22 CST 2020","1468","test_case","test_order","Test_order_query","","","test_query_order_modifycustomer_11",""
"passed","Mon May 25 17:06:20 CST 2020","Mon May 25 17:06:26 CST 2020","6481","test_case","test_order","Test_Billings","","","test_prequalification_65",""
"passed","Mon May 25 17:11:59 CST 2020","Mon May 25 17:12:05 CST 2020","6078","test_case","test_order","Test_Billings","","","test_prequalification_112",""
"passed","Mon May 25 17:18:11 CST 2020","Mon May 25 17:18:17 CST 2020","5986","test_case","test_order","Test_Billings","","","test_prequalification_167",""
"passed","Mon May 25 17:18:04 CST 2020","Mon May 25 17:18:11 CST 2020","6246","test_case","test_order","Test_Billings","","","test_prequalification_166",""
"passed","Mon May 25 17:13:11 CST 2020","Mon May 25 17:13:17 CST 2020","6130","test_case","test_order","Test_Billings","","","test_prequalification_123",""
"passed","Mon May 25 17:19:11 CST 2020","Mon May 25 17:19:13 CST 2020","1298","test_case","test_order","Test_order_query","","","test_query_order_customeraut_04",""
"passed","Mon May 25 17:03:17 CST 2020","Mon May 25 17:03:22 CST 2020","5186","test_case","test_order","Test_Billings","","","test_prequalification_34",""
"passed","Mon May 25 17:10:28 CST 2020","Mon May 25 17:10:35 CST 2020","7118","test_case","test_order","Test_Billings","","","test_prequalification_99",""
"passed","Mon May 25 17:18:55 CST 2020","Mon May 25 17:18:58 CST 2020","3067","test_case","test_order","Test_order_query","","","test_query_order_tbpaid",""
"passed","Mon May 25 17:19:03 CST 2020","Mon May 25 17:19:06 CST 2020","3147","test_case","test_order","Test_order_query","","","test_query_order_01",""
"passed","Mon May 25 17:17:17 CST 2020","Mon May 25 17:17:24 CST 2020","6850","test_case","test_order","Test_Billings","","","test_prequalification_159",""
"passed","Mon May 25 16:57:13 CST 2020","Mon May 25 16:57:13 CST 2020","494","test_case","test_fee_01","Testfee","","","test_feeitem",""
"passed","Mon May 25 17:19:35 CST 2020","Mon May 25 17:19:36 CST 2020","1363","test_case","test_order","Test_order_query","","","test_query_order_customeraut_18",""
"passed","Mon May 25 17:01:25 CST 2020","Mon May 25 17:01:30 CST 2020","5217","test_case","test_order","Test_Billings","","","test_prequalification_16",""
"passed","Mon May 25 17:05:14 CST 2020","Mon May 25 17:05:21 CST 2020","6093","test_case","test_order","Test_Billings","","","test_prequalification_54",""
"passed","Mon May 25 17:15:11 CST 2020","Mon May 25 17:15:18 CST 2020","6944","test_case","test_order","Test_Billings","","","test_prequalification_141",""
"passed","Mon May 25 16:59:55 CST 2020","Mon May 25 17:00:01 CST 2020","5969","test_case","test_order","Test_Billings","","","test_prequalification_01",""
"passed","Mon May 25 17:01:19 CST 2020","Mon May 25 17:01:25 CST 2020","5157","test_case","test_order","Test_Billings","","","test_prequalification_15",""
"passed","Mon May 25 16:59:43 CST 2020","Mon May 25 16:59:49 CST 2020","5851","test_case","test_order","Test_Billings","","","test_prequalification_011",""
"passed","Mon May 25 17:00:13 CST 2020","Mon May 25 17:00:19 CST 2020","6049","test_case","test_order","Test_Billings","","","test_prequalification_04",""
"passed","Mon May 25 17:14:03 CST 2020","Mon May 25 17:14:09 CST 2020","6820","test_case","test_order","Test_Billings","","","test_prequalification_131",""
"passed","Mon May 25 16:57:23 CST 2020","Mon May 25 16:57:32 CST 2020","9351","test_case","test_fee_01","Testfee","","","test_add_bond_02",""
"passed","Mon May 25 17:19:41 CST 2020","Mon May 25 17:19:42 CST 2020","1520","test_case","test_order","Test_order_query","","","test_query_order_returned_22",""
"passed","Mon May 25 17:04:33 CST 2020","Mon May 25 17:04:39 CST 2020","6036","test_case","test_order","Test_Billings","","","test_prequalification_47",""
"passed","Mon May 25 17:03:38 CST 2020","Mon May 25 17:03:44 CST 2020","6015","test_case","test_order","Test_Billings","","","test_prequalification_38",""
"passed","Mon May 25 17:19:01 CST 2020","Mon May 25 17:19:02 CST 2020","342","test_case","test_order","Test_order_query","","","test_query_order_auditfailed",""
"passed","Mon May 25 17:16:28 CST 2020","Mon May 25 17:16:35 CST 2020","7111","test_case","test_order","Test_Billings","","","test_prequalification_152",""
"failed","Mon May 25 16:58:49 CST 2020","Mon May 25 16:58:55 CST 2020","6416","test_case","test_order","Test_Billings","","","test_prequalification_002",""
"passed","Mon May 25 17:07:13 CST 2020","Mon May 25 17:07:21 CST 2020","8006","test_case","test_order","Test_Billings","","","test_prequalification_73",""
"passed","Mon May 25 17:08:37 CST 2020","Mon May 25 17:08:44 CST 2020","7250","test_case","test_order","Test_Billings","","","test_prequalification_84",""
"passed","Mon May 25 17:19:02 CST 2020","Mon May 25 17:19:03 CST 2020","311","test_case","test_order","Test_order_query","","","test_query_order_passprequal",""
"passed","Mon May 25 17:09:36 CST 2020","Mon May 25 17:09:44 CST 2020","7428","test_case","test_order","Test_Billings","","","test_prequalification_92",""
"passed","Mon May 25 17:00:37 CST 2020","Mon May 25 17:00:44 CST 2020","6413","test_case","test_order","Test_Billings","","","test_prequalification_08",""
"passed","Mon May 25 17:11:04 CST 2020","Mon May 25 17:11:12 CST 2020","7516","test_case","test_order","Test_Billings","","","test_prequalification_104",""
"passed","Mon May 25 17:01:36 CST 2020","Mon May 25 17:01:42 CST 2020","6018","test_case","test_order","Test_Billings","","","test_prequalification_18",""
"passed","Mon May 25 17:06:33 CST 2020","Mon May 25 17:06:39 CST 2020","6138","test_case","test_order","Test_Billings","","","test_prequalification_67",""
"passed","Mon May 25 17:09:20 CST 2020","Mon May 25 17:09:27 CST 2020","7018","test_case","test_order","Test_Billings","","","test_prequalification_90",""
"passed","Mon May 25 17:07:35 CST 2020","Mon May 25 17:07:44 CST 2020","9055","test_case","test_order","Test_Billings","","","test_prequalification_76",""
"passed","Mon May 25 17:15:03 CST 2020","Mon May 25 17:15:11 CST 2020","7502","test_case","test_order","Test_Billings","","","test_prequalification_140",""
"passed","Mon May 25 17:17:58 CST 2020","Mon May 25 17:18:04 CST 2020","6464","test_case","test_order","Test_Billings","","","test_prequalification_165",""
"passed","Mon May 25 17:19:46 CST 2020","Mon May 25 17:19:47 CST 2020","1258","test_case","test_order","Test_order_query","","","test_query_order_modifymerchant_26",""
"passed","Mon May 25 17:04:56 CST 2020","Mon May 25 17:05:03 CST 2020","6164","test_case","test_order","Test_Billings","","","test_prequalification_51",""
"passed","Mon May 25 17:07:44 CST 2020","Mon May 25 17:07:51 CST 2020","6395","test_case","test_order","Test_Billings","","","test_prequalification_77",""
"passed","Mon May 25 17:15:52 CST 2020","Mon May 25 17:15:59 CST 2020","7714","test_case","test_order","Test_Billings","","","test_prequalification_147",""
"passed","Mon May 25 17:13:17 CST 2020","Mon May 25 17:13:26 CST 2020","8408","test_case","test_order","Test_Billings","","","test_prequalification_124",""
"failed","Mon May 25 17:07:21 CST 2020","Mon May 25 17:07:28 CST 2020","7096","test_case","test_order","Test_Billings","","","test_prequalification_74",""
"passed","Mon May 25 17:05:03 CST 2020","Mon May 25 17:05:09 CST 2020","5992","test_case","test_order","Test_Billings","","","test_prequalification_52",""
"passed","Mon May 25 17:09:59 CST 2020","Mon May 25 17:10:06 CST 2020","7466","test_case","test_order","Test_Billings","","","test_prequalification_95",""
"passed","Mon May 25 17:09:06 CST 2020","Mon May 25 17:09:12 CST 2020","6484","test_case","test_order","Test_Billings","","","test_prequalification_88",""
"passed","Mon May 25 17:14:33 CST 2020","Mon May 25 17:14:41 CST 2020","7298","test_case","test_order","Test_Billings","","","test_prequalification_136",""
"passed","Mon May 25 17:11:26 CST 2020","Mon May 25 17:11:33 CST 2020","6241","test_case","test_order","Test_Billings","","","test_prequalification_107",""
"passed","Mon May 25 17:12:05 CST 2020","Mon May 25 17:12:12 CST 2020","7640","test_case","test_order","Test_Billings","","","test_prequalification_113",""
"passed","Mon May 25 17:03:32 CST 2020","Mon May 25 17:03:38 CST 2020","6121","test_case","test_order","Test_Billings","","","test_prequalification_37",""
"passed","Mon May 25 17:06:26 CST 2020","Mon May 25 17:06:33 CST 2020","6744","test_case","test_order","Test_Billings","","","test_prequalification_66",""
"passed","Mon May 25 17:19:00 CST 2020","Mon May 25 17:19:00 CST 2020","429","test_case","test_order","Test_order_query","","","test_query_order_merchantaut",""
"passed","Mon May 25 17:12:57 CST 2020","Mon May 25 17:13:05 CST 2020","7488","test_case","test_order","Test_Billings","","","test_prequalification_121",""
"passed","Mon May 25 17:11:12 CST 2020","Mon May 25 17:11:19 CST 2020","7449","test_case","test_order","Test_Billings","","","test_prequalification_105",""
"passed","Mon May 25 17:19:19 CST 2020","Mon May 25 17:19:21 CST 2020","1629","test_case","test_order","Test_order_query","","","test_query_order_auditfailed_10",""
"passed","Mon May 25 17:04:15 CST 2020","Mon May 25 17:04:21 CST 2020","5686","test_case","test_order","Test_Billings","","","test_prequalification_44",""
"passed","Mon May 25 16:58:33 CST 2020","Mon May 25 16:58:42 CST 2020","8416","test_case","test_fee_01","Testfee","","","test_add_bond_10",""
"passed","Mon May 25 17:18:23 CST 2020","Mon May 25 17:18:30 CST 2020","6949","test_case","test_order","Test_Billings","","","test_prequalification_169",""
"passed","Mon May 25 17:18:30 CST 2020","Mon May 25 17:18:37 CST 2020","7029","test_case","test_order","Test_Billings","","","test_prequalification_170",""
"passed","Mon May 25 17:13:52 CST 2020","Mon May 25 17:13:57 CST 2020","5331","test_case","test_order","Test_Billings","","","test_prequalification_129",""
"passed","Mon May 25 17:13:26 CST 2020","Mon May 25 17:13:33 CST 2020","7724","test_case","test_order","Test_Billings","","","test_prequalification_125",""
"passed","Mon May 25 17:17:24 CST 2020","Mon May 25 17:17:30 CST 2020","6724","test_case","test_order","Test_Billings","","","test_prequalification_160",""
"passed","Mon May 25 17:14:48 CST 2020","Mon May 25 17:14:55 CST 2020","7304","test_case","test_order","Test_Billings","","","test_prequalification_138",""
"passed","Mon May 25 17:17:44 CST 2020","Mon May 25 17:17:51 CST 2020","6687","test_case","test_order","Test_Billings","","","test_prequalification_163",""
"passed","Mon May 25 17:13:40 CST 2020","Mon May 25 17:13:46 CST 2020","5926","test_case","test_order","Test_Billings","","","test_prequalification_127",""
"passed","Mon May 25 17:00:44 CST 2020","Mon May 25 17:00:50 CST 2020","6413","test_case","test_order","Test_Billings","","","test_prequalification_09",""
"passed","Mon May 25 17:08:06 CST 2020","Mon May 25 17:08:14 CST 2020","8627","test_case","test_order","Test_Billings","","","test_prequalification_80",""
"passed","Mon May 25 17:01:30 CST 2020","Mon May 25 17:01:36 CST 2020","5916","test_case","test_order","Test_Billings","","","test_prequalification_17",""
"passed","Mon May 25 17:08:44 CST 2020","Mon May 25 17:08:51 CST 2020","6861","test_case","test_order","Test_Billings","","","test_prequalification_85",""
"passed","Mon May 25 17:05:21 CST 2020","Mon May 25 17:05:27 CST 2020","6041","test_case","test_order","Test_Billings","","","test_prequalification_55",""
"failed","Mon May 25 16:58:07 CST 2020","Mon May 25 16:58:17 CST 2020","9149","test_case","test_fee_01","Testfee","","","test_add_bond_07",""
"passed","Mon May 25 17:16:49 CST 2020","Mon May 25 17:16:55 CST 2020","5971","test_case","test_order","Test_Billings","","","test_prequalification_155",""
"passed","Mon May 25 17:19:38 CST 2020","Mon May 25 17:19:39 CST 2020","1313","test_case","test_order","Test_order_query","","","test_query_order_tbcompleted_20",""
"passed","Mon May 25 17:09:12 CST 2020","Mon May 25 17:09:20 CST 2020","7850","test_case","test_order","Test_Billings","","","test_prequalification_89",""
"passed","Mon May 25 16:58:42 CST 2020","Mon May 25 16:58:43 CST 2020","518","test_case","test_order","Test_order","","","test_activities",""
"passed","Mon May 25 17:06:03 CST 2020","Mon May 25 17:06:09 CST 2020","6318","test_case","test_order","Test_Billings","","","test_prequalification_62",""
"passed","Mon May 25 17:03:00 CST 2020","Mon May 25 17:03:06 CST 2020","5866","test_case","test_order","Test_Billings","","","test_prequalification_31",""
"passed","Mon May 25 17:01:14 CST 2020","Mon May 25 17:01:19 CST 2020","5268","test_case","test_order","Test_Billings","","","test_prequalification_14",""
"passed","Mon May 25 17:16:42 CST 2020","Mon May 25 17:16:49 CST 2020","6533","test_case","test_order","Test_Billings","","","test_prequalification_154",""
"passed","Mon May 25 17:19:45 CST 2020","Mon May 25 17:19:46 CST 2020","1307","test_case","test_order","Test_order_query","","","test_query_order_modifycustomer_25",""
"passed","Mon May 25 17:06:52 CST 2020","Mon May 25 17:06:59 CST 2020","6535","test_case","test_order","Test_Billings","","","test_prequalification_70",""
"passed","Mon May 25 17:19:42 CST 2020","Mon May 25 17:19:43 CST 2020","1314","test_case","test_order","Test_order_query","","","test_query_order_tbreviewed_23",""
"passed","Mon May 25 17:06:46 CST 2020","Mon May 25 17:06:52 CST 2020","6385","test_case","test_order","Test_Billings","","","test_prequalification_69",""
"passed","Mon May 25 17:18:59 CST 2020","Mon May 25 17:19:00 CST 2020","482","test_case","test_order","Test_order_query","","","test_query_order_customeraut",""
"passed","Mon May 25 17:13:46 CST 2020","Mon May 25 17:13:52 CST 2020","5937","test_case","test_order","Test_Billings","","","test_prequalification_128",""
"passed","Mon May 25 17:04:21 CST 2020","Mon May 25 17:04:27 CST 2020","6233","test_case","test_order","Test_Billings","","","test_prequalification_45",""
"passed","Mon May 25 17:01:09 CST 2020","Mon May 25 17:01:14 CST 2020","5483","test_case","test_order","Test_Billings","","","test_prequalification_13",""
"passed","Mon May 25 17:00:19 CST 2020","Mon May 25 17:00:25 CST 2020","6147","test_case","test_order","Test_Billings","","","test_prequalification_05",""
"passed","Mon May 25 17:14:21 CST 2020","Mon May 25 17:14:27 CST 2020","6201","test_case","test_order","Test_Billings","","","test_prequalification_134",""
"passed","Mon May 25 16:59:25 CST 2020","Mon May 25 16:59:31 CST 2020","5669","test_case","test_order","Test_Billings","","","test_prequalification_008",""
"passed","Mon May 25 17:02:04 CST 2020","Mon May 25 17:02:11 CST 2020","6976","test_case","test_order","Test_Billings","","","test_prequalification_22",""
"passed","Mon May 25 17:18:45 CST 2020","Mon May 25 17:18:52 CST 2020","7096","test_case","test_order","Test_Billings","","","test_prequalification_172",""
"passed","Mon May 25 17:19:24 CST 2020","Mon May 25 17:19:25 CST 2020","1332","test_case","test_order","Test_order_query","","","test_query_order_passprequal_13",""
"passed","Mon May 25 17:14:15 CST 2020","Mon May 25 17:14:21 CST 2020","6087","test_case","test_order","Test_Billings","","","test_prequalification_133",""
"passed","Mon May 25 17:02:11 CST 2020","Mon May 25 17:02:17 CST 2020","5665","test_case","test_order","Test_Billings","","","test_prequalification_23",""
